name,address,type
IkuObjectManagerBase_scalar_deleting_destructor,0x00631010,function
TenshiObjectManagerBase_scalar_deleting_destructor,0x0064B3E0,function
YuyukoObjectManagerBase_dtor,0x0056DB10,function
IColor_dtor,0x0040AD50,function
IColor_scalar_deleting_destructor,0x0040AE80,function
CSpriteBase_set_color,0x0040AC50,function
CSpriteBase_set_vertex_colors,0x0040AC70,function
CSpriteBase_multiply_color,0x0040AC90,function
CSpriteEx_reset_transform,0x004073A0,function
CSpriteEx_translate,0x004073E0,function
CSpriteEx_scale_x,0x004074E0,function
CSpriteEx_scale_y,0x00407580,function
SystemEffectObjectBase_dtor,0x00454F50,function
SystemEffectObjectBase_scalar_deleting_destructor,0x00454FC0,function
SystemEffectObject_update_state,0x00660A00,function
SystemEffectObject_reset_state,0x00660B00,function
SystemEffectObjectBase_render_effect,0x00473CF0,function
RenderModeManager_begin_frame,0x00401000,function
RenderModeManager_finish_frame,0x00401040,function
RenderModeManager_prepare_frame,0x004010C0,function
RenderModeManager_on_device_reset,0x004014C0,function
RenderModeManager_set_state_22,0x00404A40,function
RenderModeManager_apply_render_mode,0x00404A90,function
shutdown_d3d_backend,0x00414C50,function
present_d3d_frame,0x00401060,function
RenderModeManager_submit_primitive,0x004010F0,function
RenderModeManager_submit_textured_primitive,0x00401130,function
RenderModeManager_draw_rect_int,0x00401260,function
RenderModeManager_set_mode,0x00404750,function
SharedSceneRenderDelegate_render,0x0041E040,function
CFade_render,0x0041E290,function
Ending_render,0x0041E920,function
CLogo_render,0x0041F6A0,function
Opening_render,0x0041F8A0,function
CLoadingSV_render,0x0041F410,function
CBattle_ctor,0x0041DF60,function
CBattle_dtor,0x0041DF70,function
CBattle_scalar_deleting_destructor,0x0041E770,function
CBattleSV_ctor,0x0041E1A0,function
CBattleCL_ctor,0x0041E200,function
CBattleWatch_ctor,0x0041E220,function
CBattle_update,0x0041DFF0,function
CBattle_on_scene_exit,0x0041DFD0,function
CBattleSV_on_scene_enter,0x00426090,function
CBattleWatch_on_scene_enter,0x00426770,function
CBattleWatch_update,0x004266C0,function
CLoadingWatch_update,0x004268F0,function
update_profile_confirmation,0x0043F870,function
CProfileMenu_update_state_four,0x0044CC50,function
CProfileMenu_update_state_five,0x0044CDE0,function
CProfileMenu_update,0x0044D240,function
CProfileMenu_commit_state_four,0x0044C380,function
CProfileMenu_commit_state_five,0x0044C710,function
CProfileMenu_commit_profile_change,0x0044C860,function
hide_profile_message,0x0043F8D0,function
Menu_initialize_profile_menu,0x0043FBF0,function
draw_profile_overlay,0x0043F900,function
CProfileMenu_render_profile_menu_footer,0x0043F970,function
render_menu_list,0x0043FA10,function
Menu_render_profile_player_slot,0x0043FAF0,function
Menu_render_profile_tiles,0x0043FB60,function
CProfileMenu_commit_state_one,0x0044C110,function
initialize_profile_ui,0x0043FCA0,function
render_profile_ui_frame,0x00440170,function
shutdown_profile_ui,0x004402E0,function
CMenuBattle_render,0x00440780,function
CMenuBattle_dtor,0x00440E70,function
CMenuBattle_scalar_deleting_destructor,0x00440F00,function
CMenuConfig_render,0x00440F20,function
CMenuConfig_dtor,0x00441460,function
CMenuConfig_scalar_deleting_destructor,0x00441890,function
CMenuConnect_update,0x00444B90,function
CMenuPractice_render,0x00445BA0,function
CProfileDeckEdit_import_deck_counts,0x00449BE0,function
CProfileDeckEdit_export_deck_counts,0x00449DF0,function
CProfileDeckEdit_dtor,0x0044A950,function
CProfileCharacterSelect_dtor,0x00448730,function
CProfileCharacterSelect_scalar_deleting_destructor,0x00448A20,function
CProfileKeyConfig_scalar_deleting_destructor,0x0044BCD0,function
try_dispatch_action_202,0x004940E0,function
try_dispatch_action_203,0x004941D0,function
CDesignBase_ctor,0x004217F0,function
CDesignBase_dtor,0x00421890,function
CDesignBase_scalar_deleting_destructor,0x00421930,function
CMenuContinue_ctor,0x00444E80,function
CMenuContinue_dtor,0x00444F20,function
CMenuContinue_scalar_deleting_destructor,0x00444FA0,function
CMenuEnd_ctor,0x00445100,function
CMenuEnd_dtor,0x004451A0,function
CMenuEnd_scalar_deleting_destructor,0x00445220,function
CProfileList_populate,0x004313F0,function
CProfileList_ctor,0x00431730,function
CFileList_item_count,0x004395E0,function
CFileList_contains,0x00439810,function
CFileList_trim_item_text,0x00439910,function
CFileList_render_item,0x00439A20,function
CFileList_ctor,0x00439F40,function
CFileList_dtor,0x00439FC0,function
CFileList_shutdown,0x0043A0A0,function
ResultList_dtor,0x00447260,function
CReplayList_ctor,0x0042A0A0,function
CFileList_find_row,0x00439750,function
CFileList_row_at,0x004399A0,function
CFileList_row_is_directory,0x00439A60,function
CFileList_enter_directory,0x00439A80,function
CFileList_format_item,0x00439B20,function
CMenuReplay_dtor,0x00446D20,function
CMenuReplay_scalar_deleting_destructor,0x00446F40,function
CMenuReplay_unknown_menu_method,0x00446F60,function
CReplayList_format_item,0x0042A150,function
CFileList_populate,0x0043A150,function
CMenuReplay_render,0x00446650,function
CMenuReplay_update_delete_state,0x00446A60,function
